Epoch,Train Loss,Val Loss
1,46.5337217119005,47.771467208862305
2,46.541172663370766,47.57064723968506
3,46.10459878709581,47.32266330718994
4,46.009147855970596,47.06949520111084
5,45.54697757297092,46.82776594161987
6,45.05546230740018,46.561479568481445
7,44.65659523010254,46.320655822753906
8,44.18216874864366,46.145179271698
9,44.16577551099989,45.92225456237793
10,43.47368854946561,45.64128923416138
11,43.12417221069336,45.38055372238159
12,43.040675481160484,45.13969278335571
13,42.90366299947103,44.931485652923584
14,42.14575873480903,44.66870594024658
15,41.73031213548448,44.195003032684326
16,41.31905937194824,43.95291709899902
17,40.88767623901367,43.781338691711426
18,40.29549704657661,43.50199317932129
19,40.16216023763021,43.21281576156616
20,39.762377421061196,42.84754705429077
21,39.145143296983505,42.569504261016846
22,38.70882140265571,42.30862474441528
23,38.125360276963974,42.239583015441895
24,38.07578976949056,41.72743606567383
25,37.64919005499946,41.378788471221924
26,37.16640260484483,40.98638105392456
27,36.85379547542996,40.82125186920166
28,36.090174992879234,40.276625633239746
29,35.769910176595054,40.30806016921997
30,35.39086384243436,39.76538324356079
31,34.550320095486114,39.79789400100708
32,34.41005950503879,39.57677459716797
33,33.51249281565348,38.88599967956543
34,33.29286755455865,38.28408718109131
35,32.81582514444987,38.148231506347656
36,32.916265381707085,37.850257873535156
37,31.87927500406901,37.503427505493164
38,31.572334077623154,36.96513843536377
39,31.185872713724773,36.657187938690186
40,30.32550621032715,35.92772722244263
41,30.38779746161567,35.61495542526245
42,28.906530380249023,35.03698515892029
43,28.573903295728897,34.66296720504761
44,28.365723609924316,34.33575987815857
45,27.367401970757378,33.7030029296875
46,27.045566770765518,33.343390703201294
47,26.641309950086807,32.928629875183105
48,25.615609486897785,32.30382537841797
49,24.89607440100776,31.35642123222351
50,24.564520835876465,31.052009105682373
51,23.886080529954697,30.445232152938843
52,23.086952421400284,30.262069940567017
53,22.42773617638482,29.53292679786682
54,21.982880274454754,29.328826189041138
55,21.445490042368572,27.884866952896118
56,20.528149445851643,27.196585178375244
57,19.79608705308702,26.176547527313232
58,19.242717636956108,25.347001791000366
59,18.15815708372328,24.858642101287842
60,17.480910566118027,24.523974895477295
61,17.02479452557034,23.748467445373535
62,16.028470622168648,22.04659867286682
63,15.142397774590385,22.207350969314575
64,14.80016983879937,22.127819299697876
65,13.83838537004259,21.13151240348816
66,13.299983395470512,20.69579267501831
67,12.299170070224339,19.4833984375
68,11.631683746973673,17.143629670143127
69,11.067215707567003,17.597514152526855
70,10.306346628401014,18.316232442855835
71,9.79580216937595,16.328438758850098
72,8.727627197901407,14.613408088684082
73,8.649101177851358,14.849238514900208
74,8.164110024770102,14.06638514995575
75,8.52446330918206,12.840585112571716
76,7.470555226008098,13.843408823013306
77,7.321790854136149,12.958684921264648
78,6.8252195782131615,10.649380564689636
79,6.249971283806695,11.952645063400269
80,6.3290967676374645,11.313252925872803
81,6.344645685619778,10.967029571533203
82,5.7739141252305775,11.410259485244751
83,5.954659382502238,9.450790643692017
84,5.682273785273234,9.264519572257996
85,5.313389990064833,9.31525194644928
86,5.882924318313599,9.069148659706116
87,5.5499791039360895,10.031921029090881
88,5.529301775826348,9.272913694381714
89,5.378736588690016,9.145593047142029
90,4.705914152993096,9.593653798103333
91,5.866781406932407,9.823177456855774
92,5.300242185592651,7.741320013999939
93,5.02236987484826,9.570139288902283
94,5.380566994349162,8.032583475112915
95,5.029365181922913,7.72293758392334
96,5.091214113765293,7.085983335971832
97,5.072729415363735,8.0595041513443
98,5.034127606285943,6.64502739906311
99,4.774528861045837,8.301739990711212
100,5.075271394517687,7.128257632255554
101,4.883747511439854,7.104401230812073
102,4.668797016143799,6.798234283924103
103,4.723251382509868,7.022679030895233
104,4.852536744541592,7.19417929649353
105,4.814579751756456,8.246913850307465
106,4.917163610458374,7.513062059879303
107,4.528004050254822,7.353909075260162
108,4.590117401546902,7.599968135356903
109,4.7612696223788795,7.1350948214530945
110,4.753824724091424,7.8008182644844055
111,5.209857715500726,6.931892931461334
112,5.022040539317661,7.413444936275482
113,4.169709960619609,6.828179776668549
114,4.960121803813511,6.796319305896759
115,4.7218625280592175,7.323459267616272
116,4.966635002030267,7.442694246768951
117,5.079876833491856,7.462539911270142
118,4.839060597949558,7.059187293052673
119,4.9897231923209295,7.558688521385193
120,4.580847276581658,6.731293022632599
121,5.075414869520399,7.826841711997986
122,4.229771057764689,6.737238228321075
123,4.415680289268494,6.930011451244354
124,4.703854242960612,6.924518167972565
125,4.232973721292284,7.000498354434967
126,4.931240161259969,6.698479235172272
127,4.730973773532444,6.251153588294983
128,4.9380235142178,6.531486332416534
129,4.1966579357783,7.250221431255341
130,4.783226529757182,6.965317070484161
131,5.027698278427124,7.2048755288124084
132,4.976309352450901,6.461704075336456
133,4.541819665167067,6.425533592700958
134,4.511674854490492,6.699080407619476
135,4.645725501908196,6.2361409068107605
136,4.574711865848965,7.361078500747681
137,4.408387263615926,6.413982570171356
138,4.29872743288676,6.977875173091888
139,4.450225088331434,7.000904619693756
140,4.44149895509084,6.905379891395569
141,4.195266326268514,6.405413389205933
142,4.59679717487759,7.054729580879211
143,4.846744947963291,6.3872292041778564
144,5.097336517439948,7.1099424958229065
145,5.022444367408752,6.863375961780548
146,4.541713820563422,6.4852641224861145
147,4.279794798956977,7.119906425476074
148,4.740249395370483,6.90624338388443
149,4.06086528301239,6.774247646331787
150,4.525024904145135,7.225123345851898
151,4.14096196492513,6.519592225551605
152,4.207897861798604,6.142299234867096
153,4.818371004528469,6.778535604476929
154,4.82582414150238,7.223054945468903
155,3.9952143828074136,6.593592643737793
156,4.396320939064026,6.816640138626099
157,4.545540385776096,6.726240515708923
158,4.451332834031847,6.336588978767395
159,4.369710127512614,6.397139132022858
160,4.260351816813151,6.223169565200806
161,4.500214801894294,6.21873664855957
162,4.286645597881741,6.363779008388519
163,4.600944611761305,6.788943827152252
164,4.465564131736755,6.639651894569397
165,4.547389758957757,6.172010600566864
166,4.5072530375586615,6.688970267772675
167,4.565099398295085,6.550831198692322
168,4.644492811626858,6.208548188209534
169,4.107939124107361,6.338544249534607
170,4.676215039359199,6.233343124389648
171,4.284819576475355,6.481777906417847
172,4.610014067755805,6.450740933418274
173,4.299209435780843,5.896104156970978
174,4.825103547837999,5.722090303897858
175,4.207183904118008,6.36755508184433
176,4.044946246676975,6.31642758846283
177,4.34689184029897,6.555666208267212
178,4.457961320877075,6.424010932445526
179,4.317189269595676,7.1180260181427
180,4.36445681254069,6.037631988525391
181,4.867969963285658,6.448368489742279
182,4.382945272657606,6.120273590087891
183,4.082332187228733,6.240534543991089
184,4.0943137009938555,6.219638407230377
185,3.712417655520969,6.458883583545685
186,4.033728837966919,6.555511891841888
187,4.065808243221706,6.570689022541046
188,4.161796424123976,6.760717689990997
189,4.356247610516018,6.793750464916229
190,4.672005282508002,6.653971433639526
191,4.1149930821524725,6.675137042999268
192,4.374822828504774,6.049466133117676
193,4.270288321706984,6.072647154331207
194,4.2918189101749,6.172085404396057
195,4.209560659196642,6.274503827095032
196,4.410148673587376,6.128240346908569
197,3.8762393527560763,6.49153459072113
198,4.004685415161981,6.7536740899086
199,4.030586851967706,6.162947297096252
200,4.209579812155829,6.101666033267975
